Dataset,Mixture Label,CID_1,CID_2,CID_3,CID_4,CID_5,CID_6,CID_7,CID_8,CID_9,CID_10,CID_11,CID_12,CID_13,CID_14,CID_15,CID_16,CID_17,CID_18,CID_19,CID_20,CID_21,CID_22,CID_23,CID_24,CID_25,CID_26,CID_27,CID_28,CID_29,CID_30,CID_31,CID_32,CID_33,CID_34,CID_35,CID_36,CID_37,CID_38,CID_39,CID_40,CID_41,CID_42,CID_43
Bushdid,80,999,22386,11124,8118,12348,8635,31265,18827,7991,12232,19310.0,61138.0,7710.0,7966.0,7888.0,8797.0,11509.0,798.0,8130.0,4133.0,7519.0,6590.0,6989.0,7463.0,1127.0,8048.0,12180.0,7848.0,443162.0,5634.0,,,,,,,,,,,,,
Bushdid,276,999,22386,11124,8118,12348,8635,31265,18827,7991,12232,19310.0,61138.0,7710.0,7966.0,7888.0,8797.0,11509.0,798.0,8130.0,4133.0,7519.0,6590.0,6989.0,7463.0,1127.0,8048.0,12180.0,7848.0,443162.0,8186.0,,,,,,,,,,,,,
Bushdid,210,8148,7921,177,3314,62465,637511,8186,1060,18827,7363,460.0,62433.0,7463.0,8797.0,62444.0,440967.0,264.0,11509.0,7654.0,1140.0,10722.0,6184.0,6501.0,6982.0,12741.0,4133.0,62336.0,7150.0,6654.0,7731.0,,,,,,,,,,,,,
Bushdid,377,8148,7921,177,3314,62465,637511,8186,1060,18827,7363,460.0,62433.0,7463.0,8797.0,62444.0,440967.0,264.0,11509.0,7654.0,1140.0,10722.0,6184.0,6501.0,6982.0,12741.0,4133.0,62336.0,7150.0,6654.0,26331.0,,,,,,,,,,,,,
Bushdid,264,7921,31244,91497,11124,8025,5283349,6501,10890,999,2879,240.0,31265.0,22873.0,7731.0,637511.0,6989.0,12180.0,637566.0,1060.0,7710.0,10882.0,8091.0,26331.0,7793.0,6561.0,8030.0,180.0,12020.0,16666.0,4133.0,,,,,,,,,,,,,
Bushdid,346,7921,31244,91497,11124,8025,5283349,6501,10890,999,2879,240.0,31265.0,22873.0,7731.0,637511.0,6989.0,12180.0,637566.0,1060.0,7710.0,10882.0,8091.0,26331.0,7793.0,6561.0,8030.0,180.0,12020.0,16666.0,7410.0,,,,,,,,,,,,,
Bushdid,487,6590,637511,10890,3776,8025,176,31249,7799,7519,8103,10430.0,10882.0,443162.0,8118.0,12741.0,454.0,61138.0,6501.0,2879.0,31272.0,62336.0,12180.0,8130.0,7888.0,1127.0,31276.0,12178.0,7685.0,6054.0,179.0,,,,,,,,,,,,,
Bushdid,5,6590,637511,10890,3776,8025,176,31249,7799,7519,8103,10430.0,10882.0,443162.0,8118.0,12741.0,454.0,61138.0,6501.0,2879.0,31272.0,62336.0,12180.0,8130.0,7888.0,1127.0,31276.0,12178.0,7685.0,6054.0,5634.0,,,,,,,,,,,,,
Bushdid,435,637511,6590,12020,6654,62433,8030,12348,264,7363,176,8091.0,6736.0,7654.0,16666.0,26331.0,7966.0,12367.0,12178.0,19310.0,22873.0,7714.0,8025.0,6501.0,10976.0,6989.0,62336.0,2969.0,8148.0,326.0,7600.0,,,,,,,,,,,,,
Bushdid,20,637511,6590,12020,6654,62433,8030,12348,264,7363,176,8091.0,6736.0,7654.0,16666.0,26331.0,7966.0,12367.0,12178.0,19310.0,22873.0,7714.0,8025.0,6501.0,10976.0,6989.0,62336.0,2969.0,8148.0,326.0,1060.0,,,,,,,,,,,,,
Bushdid,357,93009,7749,1127,2969,7632,10882,637511,6561,5373603,12367,261.0,24915.0,10890.0,12232.0,62433.0,61016.0,12180.0,7710.0,31276.0,7410.0,4133.0,8091.0,91497.0,443158.0,10821.0,12020.0,7583.0,3776.0,5281515.0,2879.0,,,,,,,,,,,,,
Bushdid,289,93009,7749,1127,2969,7632,10882,637511,6561,5373603,12367,261.0,24915.0,10890.0,12232.0,62433.0,61016.0,12180.0,7710.0,31276.0,7410.0,4133.0,8091.0,91497.0,443158.0,10821.0,12020.0,7583.0,3776.0,5281515.0,7731.0,,,,,,,,,,,,,
Bushdid,71,176,7799,7793,10976,6184,443158,11124,1146,19310,7888,460.0,10560.0,1068.0,440917.0,8030.0,7714.0,454.0,5283349.0,261.0,999.0,18827.0,61138.0,8858.0,62444.0,31249.0,31276.0,7966.0,7519.0,6989.0,443162.0,,,,,,,,,,,,,
Bushdid,211,176,7799,7793,10976,6184,443158,11124,1146,19310,7888,460.0,10560.0,1068.0,440917.0,8030.0,7714.0,454.0,5283349.0,261.0,999.0,18827.0,61138.0,8858.0,62444.0,31249.0,31276.0,7966.0,7519.0,6989.0,12741.0,,,,,,,,,,,,,
Bushdid,261,12348,798,7793,7848,7749,8918,2969,1060,19310,7632,61138.0,10560.0,326.0,62433.0,8091.0,454.0,1140.0,3314.0,11002.0,440917.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,30,22201,7463,10890,62444,7921,6736,8635,8118,10976,6501,1146.0,12020.0,15380.0,12180.0,7519.0,7731.0,31249.0,31276.0,179.0,11509.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,326,10821,261,62444,7685,240,6736,62433,6054,8130,22873,1031.0,12348.0,4133.0,7150.0,637566.0,14286.0,62465.0,8892.0,7731.0,3776.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,484,612,7714,5281515,24915,460,6561,1140,179,12741,12367,7710.0,10722.0,2879.0,798.0,22201.0,7793.0,1060.0,2758.0,7059.0,6501.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,102,31244,6989,7632,4133,177,5634,6982,2879,7460,7793,637566.0,31272.0,10722.0,12180.0,440917.0,24915.0,7749.0,7888.0,11552.0,7410.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,227,1140,443162,999,62433,3776,326,1127,14286,8635,240,7519.0,12232.0,10976.0,7799.0,1031.0,7463.0,62336.0,8892.0,176.0,62465.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,414,6590,240,8118,7749,12348,7460,3776,3314,7059,7344,7888.0,24915.0,12178.0,7165.0,7654.0,8797.0,12020.0,6654.0,11509.0,11552.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,11,1127,22386,8148,443158,7710,7991,179,7966,31272,62444,12232.0,1060.0,8635.0,7363.0,10560.0,5634.0,7600.0,22201.0,7762.0,8030.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,6,3776,240,6590,177,637511,24915,8091,1068,443162,179,6736.0,176.0,8858.0,8118.0,62336.0,8186.0,5281515.0,8797.0,7165.0,10821.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,137,6982,14286,1146,11509,8051,8148,61138,10882,7749,7731,8103.0,18827.0,1031.0,12367.0,7793.0,7762.0,91497.0,8025.0,7799.0,19310.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,475,6501,7632,61138,24915,179,460,6982,5281168,8892,62444,12178.0,19310.0,6184.0,7059.0,93009.0,8048.0,180.0,11552.0,10821.0,6736.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,160,1127,7363,7991,8103,8858,12232,6544,12741,7731,7793,7463.0,31276.0,637566.0,7848.0,6654.0,1060.0,31249.0,1068.0,177.0,1146.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,32,11552,7921,8091,240,637511,61138,12020,7762,10821,264,10882.0,31276.0,7519.0,8103.0,1140.0,6054.0,8186.0,8797.0,7848.0,8025.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,235,7654,443158,261,7463,12178,10722,61016,7600,7966,12232,7059.0,7888.0,8918.0,177.0,8858.0,15380.0,5281168.0,12741.0,31265.0,3314.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,495,637511,7519,12020,31265,612,8130,8103,8118,7762,6544,179.0,7165.0,7583.0,7793.0,8892.0,6989.0,240.0,8858.0,7059.0,10430.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,492,62465,14286,7749,1068,261,454,8030,11124,7731,6054,6561.0,8091.0,7966.0,18827.0,8635.0,4133.0,460.0,16666.0,12741.0,10560.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,138,7921,6561,5281168,8025,1060,3314,177,8103,22201,4133,31249.0,8186.0,440917.0,454.0,7344.0,26331.0,7165.0,326.0,6590.0,31272.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,421,11124,24915,8858,10560,2969,2758,7654,11002,7762,440967,460.0,14286.0,180.0,22386.0,7583.0,7363.0,61138.0,10722.0,1140.0,1146.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,304,612,6982,31244,8797,240,6561,7410,12232,12180,31272,7799.0,31276.0,2758.0,15380.0,19310.0,8858.0,5281168.0,6054.0,460.0,1068.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,76,8051,7714,7600,8130,8635,1127,10722,8025,7685,12741,22386.0,10560.0,11509.0,3314.0,6989.0,7150.0,2969.0,8118.0,637566.0,18827.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,332,11124,12180,12178,8091,26331,180,7685,443158,8048,5373603,240.0,8858.0,14286.0,12232.0,12348.0,7059.0,177.0,443162.0,8892.0,6561.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,293,2969,7848,3776,3314,22386,7731,18827,7966,7762,999,326.0,1140.0,7363.0,62433.0,62465.0,10882.0,10722.0,7799.0,62336.0,7749.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,270,22201,8635,7463,5283349,7150,8103,180,26331,7966,6184,6736.0,93009.0,637511.0,240.0,10890.0,5634.0,31249.0,5373603.0,8030.0,7888.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,23,6989,1127,7600,10976,7344,6982,8892,22873,8025,11552,12741.0,7710.0,8048.0,1031.0,6590.0,6544.0,7731.0,2758.0,7921.0,264.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,493,240,7059,10890,8030,10430,8148,7888,8892,8118,6054,2758.0,7344.0,6989.0,19310.0,7921.0,1127.0,637566.0,18827.0,62444.0,6184.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,362,7583,2969,454,10722,11509,7410,6736,180,7632,612,8048.0,10976.0,1060.0,7710.0,999.0,12178.0,31276.0,7966.0,326.0,8186.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,89,443158,12232,7463,10722,12178,14286,24915,261,7991,7762,3314.0,31244.0,637566.0,5281168.0,7059.0,264.0,1127.0,6989.0,798.0,179.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,4,11002,62444,22201,7714,1140,12741,8858,177,22386,10821,10882.0,1060.0,8048.0,5634.0,6054.0,7150.0,61016.0,6501.0,10976.0,4133.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,113,7150,6054,26331,6561,61016,443158,3314,6501,7749,1060,454.0,31249.0,2758.0,8148.0,798.0,6989.0,62433.0,7966.0,7654.0,10430.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,378,12178,15380,7632,22873,61138,31272,460,7991,637566,7600,11002.0,19310.0,10890.0,7799.0,10722.0,177.0,6184.0,10976.0,440917.0,12020.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,56,2969,7632,6989,7991,443158,7799,2758,7600,1068,8025,7888.0,8858.0,12741.0,8918.0,326.0,8051.0,176.0,8118.0,62444.0,62465.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,136,31244,454,7966,62433,18827,7714,19310,10722,7685,61138,7793.0,15380.0,12020.0,264.0,6561.0,798.0,999.0,12232.0,1127.0,6184.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,33,6654,62444,8797,7714,7685,8892,1127,62465,7150,14286,7583.0,1060.0,22201.0,179.0,61016.0,7654.0,1031.0,454.0,7344.0,7966.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,485,6989,12232,6982,798,7762,10890,7632,10882,637511,22386,11124.0,443158.0,1146.0,460.0,180.0,2879.0,15380.0,31265.0,4133.0,7921.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,483,7991,440917,5281515,22386,24915,8030,62336,5373603,7363,10976,7654.0,10821.0,7793.0,1068.0,3776.0,12020.0,8048.0,177.0,15380.0,7463.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,449,7165,7848,443162,7632,264,61138,91497,8025,62444,443158,12180.0,7799.0,12367.0,4133.0,10722.0,18827.0,10882.0,460.0,637511.0,6654.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,69,612,6654,19310,22386,62465,11552,7793,1068,8186,6590,999.0,8635.0,6184.0,61016.0,6544.0,6736.0,11509.0,91497.0,7921.0,3314.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,382,10430,454,440917,3776,240,2758,10821,7519,6054,8091,6989.0,443158.0,31276.0,7363.0,7150.0,637511.0,7710.0,8892.0,6501.0,2969.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,350,1127,10821,8858,8148,3776,8048,7731,31249,7463,8025,12348.0,7344.0,12367.0,5373603.0,4133.0,7519.0,440917.0,8130.0,6054.0,19310.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,459,6561,7921,7654,24915,261,7888,999,8030,11509,31272,2969.0,179.0,8635.0,12232.0,14286.0,11552.0,15380.0,31244.0,6989.0,798.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,140,4133,31265,2969,12020,179,7410,7731,6561,5281515,1031,7363.0,7991.0,12367.0,7714.0,2758.0,8030.0,61138.0,31272.0,62444.0,22873.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,110,4133,31265,2969,12020,179,11509,8025,8048,22386,7799,6544.0,6736.0,8918.0,8103.0,440917.0,8051.0,180.0,7921.0,31249.0,6501.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,397,8130,12741,440917,7710,11509,11552,2758,7519,180,11002,91497.0,31249.0,7848.0,7966.0,612.0,1060.0,7600.0,7363.0,22386.0,19310.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,323,8130,12741,440917,7710,11509,1140,5283349,7460,454,7793,6654.0,10722.0,10430.0,798.0,6054.0,16666.0,12178.0,7685.0,6736.0,443162.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,481,5634,999,10560,31265,1068,440917,326,6590,31249,11124,7363.0,8892.0,2879.0,176.0,61016.0,1031.0,5283349.0,6654.0,62465.0,22386.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,313,5634,999,10560,31265,1068,8118,4133,6989,7793,62444,10821.0,7583.0,8130.0,8148.0,31276.0,12367.0,637566.0,7888.0,261.0,7799.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,250,7344,2879,999,31244,10722,7519,6054,326,24915,6654,180.0,8130.0,7583.0,10821.0,10882.0,6736.0,5283349.0,7762.0,12367.0,11509.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,460,7344,2879,999,31244,10722,1060,443158,12348,7150,7600,7848.0,8918.0,443162.0,1068.0,8048.0,8635.0,440967.0,6184.0,179.0,6501.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,16,177,10976,5281168,12348,6184,26331,261,7888,2969,1031,14286.0,10430.0,460.0,7600.0,8858.0,7848.0,8103.0,6982.0,10722.0,11552.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,133,177,10976,5281168,12348,6184,16666,1140,15380,8797,7363,7654.0,1127.0,176.0,7519.0,2758.0,440917.0,19310.0,440967.0,12232.0,7460.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,156,4133,180,1060,18827,62465,15380,11552,7848,10890,264,6590.0,7363.0,10976.0,31249.0,7888.0,179.0,12232.0,62336.0,7519.0,8186.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,78,4133,180,1060,18827,62465,326,999,7749,22201,7921,6054.0,1146.0,5281168.0,10882.0,6561.0,7799.0,7731.0,7632.0,5281515.0,8103.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,419,798,5373603,22873,7519,443162,15380,999,93009,637511,1146,5283349.0,12020.0,12367.0,176.0,454.0,6544.0,179.0,62444.0,8130.0,10821.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,229,798,5373603,22873,7519,443162,612,7165,7685,7793,6982,6184.0,7344.0,8858.0,7463.0,62336.0,22201.0,31249.0,26331.0,12180.0,12232.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,320,8048,1127,7600,637566,8797,443158,61016,7150,62433,7165,26331.0,8635.0,7654.0,31265.0,15380.0,93009.0,7966.0,637511.0,8025.0,11509.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,214,8048,1127,7600,637566,8797,31249,7344,7888,5634,6654,8030.0,10882.0,10722.0,7463.0,5281515.0,454.0,11124.0,5373603.0,10821.0,6561.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,336,22873,6989,6654,7799,7519,1140,8048,8797,2969,91497,14286.0,3776.0,7991.0,5283349.0,7363.0,8892.0,8186.0,443158.0,3314.0,4133.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,248,22873,6989,6654,7799,7519,1060,8118,12178,6590,7848,62465.0,1127.0,12367.0,180.0,11002.0,8091.0,6501.0,637511.0,31244.0,6736.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,91,10430,1031,7991,8892,440967,261,3776,22386,26331,11124,12741.0,61016.0,240.0,440917.0,460.0,24915.0,8118.0,7600.0,7460.0,8130.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,399,10430,1031,7991,8892,440967,798,22873,10882,1146,6982,6736.0,7519.0,7762.0,8030.0,7710.0,326.0,10560.0,31265.0,7714.0,31249.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,381,10976,1068,12020,31265,7654,22873,6654,16666,31249,7600,7921.0,6501.0,7363.0,176.0,7799.0,179.0,26331.0,5373603.0,443158.0,2879.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,464,10976,1068,12020,31265,7654,8148,6544,31276,8025,798,8797.0,62465.0,1060.0,7410.0,10722.0,7344.0,1140.0,2969.0,11509.0,12367.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,145,7731,4133,7793,7921,7888,6654,7714,177,999,460,8025.0,62336.0,11552.0,176.0,612.0,637566.0,10821.0,7344.0,91497.0,22201.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,340,7731,4133,7793,7921,7888,2969,7150,240,10722,11509,6982.0,24915.0,22386.0,8091.0,5281515.0,454.0,14286.0,8892.0,19310.0,31244.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,182,7519,12178,6989,11124,8148,5281515,8103,7059,15380,454,5283349.0,6501.0,6561.0,4133.0,61016.0,7583.0,31249.0,10722.0,7888.0,8797.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,9,7519,12178,6989,11124,8148,7710,10882,177,7363,443162,443158.0,14286.0,2758.0,999.0,19310.0,1140.0,6184.0,8130.0,8918.0,10890.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,208,31272,7921,8103,1127,6501,6054,3776,637566,7344,6561,7363.0,7519.0,8797.0,8091.0,10821.0,240.0,62336.0,2758.0,11002.0,1140.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,196,31272,7921,8103,1127,6501,12020,7991,6184,11509,999,176.0,2879.0,443158.0,2969.0,31249.0,7059.0,8635.0,1031.0,62433.0,10890.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,188,6590,62465,7344,10976,7463,12232,15380,440917,7654,31265,1127.0,7410.0,18827.0,1060.0,7991.0,7762.0,10890.0,8030.0,31249.0,10430.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,361,6590,62465,7344,10976,7463,6184,2879,1140,62444,637566,5281168.0,240.0,8051.0,7966.0,3776.0,31276.0,62336.0,14286.0,7460.0,91497.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,58,999,261,8186,7762,8892,7344,15380,7463,7966,6590,5281168.0,5283349.0,26331.0,460.0,7731.0,2969.0,11552.0,31265.0,18827.0,62433.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,112,999,261,8186,7762,8892,8130,22386,637566,12367,7150,3776.0,454.0,7519.0,22873.0,612.0,6989.0,10976.0,24915.0,4133.0,5634.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,316,10430,22873,7731,11002,62336,5281168,1127,8635,31249,7991,24915.0,31276.0,91497.0,62465.0,1068.0,8918.0,7600.0,3776.0,179.0,61138.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,335,10430,22873,7731,11002,62336,798,7710,62433,12367,12232,19310.0,22386.0,10890.0,177.0,460.0,7583.0,264.0,12180.0,10821.0,7966.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,199,11552,440967,7150,31244,176,15380,7460,8130,7685,10560,16666.0,8048.0,7921.0,637566.0,12348.0,2879.0,8030.0,2758.0,612.0,22386.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,177,11552,440967,7150,31244,176,10722,454,6054,10976,7059,62444.0,10430.0,179.0,31272.0,1068.0,5373603.0,7848.0,177.0,8025.0,61138.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,67,1068,24915,7991,12348,261,6054,7848,7793,5634,240,8858.0,26331.0,11124.0,12232.0,4133.0,6501.0,264.0,7731.0,22201.0,8103.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,243,1068,24915,7991,12348,261,10976,31249,7150,2758,1146,19310.0,1140.0,12180.0,8048.0,7749.0,8025.0,1031.0,62433.0,8030.0,7762.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,441,8918,24915,5281515,6184,7463,7344,2879,6501,7685,61138,6982.0,5634.0,8025.0,440967.0,7519.0,177.0,6561.0,999.0,3314.0,1060.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,345,8918,24915,5281515,6184,7463,62465,8091,7710,6054,1068,7799.0,12178.0,11002.0,7150.0,7165.0,10430.0,62336.0,2758.0,11552.0,7600.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,90,176,5634,8048,10722,8635,8030,7059,7710,1060,2758,61138.0,1068.0,7731.0,7921.0,1031.0,62433.0,6654.0,8186.0,8103.0,31265.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,178,176,5634,8048,10722,8635,8030,7059,7710,1060,2758,8148.0,7150.0,10821.0,7165.0,6561.0,7799.0,460.0,326.0,7410.0,8130.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,246,93009,8048,7921,22873,798,91497,12741,8635,8797,8051,6054.0,3314.0,31265.0,5281515.0,7991.0,7848.0,5281168.0,26331.0,1140.0,8148.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,146,93009,8048,7921,22873,798,91497,12741,8635,8797,8051,7685.0,637511.0,612.0,6982.0,7150.0,637566.0,7888.0,8186.0,6501.0,22201.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,8,22201,8892,7654,7966,7799,10430,61138,10976,8030,10722,31249.0,6590.0,7991.0,8118.0,440967.0,91497.0,62465.0,4133.0,10890.0,19310.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,498,22201,8892,7654,7966,7799,10430,61138,10976,8030,10722,7921.0,8091.0,7583.0,16666.0,8797.0,22873.0,6184.0,8103.0,6654.0,7600.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,319,3776,8130,24915,8048,62433,31249,2879,7632,10890,7991,6054.0,7888.0,443162.0,7749.0,7363.0,2969.0,261.0,177.0,7793.0,460.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,286,3776,8130,24915,8048,62433,31249,2879,7632,10890,7991,326.0,7921.0,10882.0,6590.0,8051.0,8635.0,3314.0,12178.0,440917.0,1068.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,400,8797,1140,3314,8103,999,6544,7460,8118,11552,7749,7685.0,31249.0,180.0,6590.0,91497.0,10560.0,7410.0,7059.0,6501.0,93009.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,312,8797,1140,3314,8103,999,6544,7460,8118,11552,7749,5634.0,12348.0,62444.0,11124.0,2879.0,22873.0,31244.0,326.0,3776.0,637511.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,404,19310,22201,7966,8091,7363,8103,2758,6982,176,91497,31272.0,443158.0,10976.0,31265.0,454.0,7848.0,62336.0,5283349.0,7921.0,5281515.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,380,19310,22201,7966,8091,7363,8103,2758,6982,176,91497,6561.0,8918.0,326.0,7731.0,7991.0,7654.0,8148.0,1127.0,7710.0,7583.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,224,11002,177,7710,7410,6736,61138,8091,11124,8030,5373603,8797.0,7583.0,22201.0,12741.0,8025.0,93009.0,8118.0,12020.0,7793.0,18827.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,271,11002,177,7710,7410,6736,61138,8091,11124,8030,5373603,7344.0,7685.0,8918.0,31244.0,15380.0,7654.0,12367.0,1146.0,26331.0,8858.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,135,440967,8130,8148,7793,93009,2969,10821,7749,4133,8051,5281168.0,6736.0,31244.0,12232.0,8030.0,14286.0,443162.0,61138.0,6982.0,240.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,127,440967,8130,8148,7793,93009,2969,10821,7749,4133,8051,8858.0,2758.0,7632.0,7848.0,7363.0,22201.0,8797.0,7685.0,5281515.0,12020.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,429,8118,264,179,12367,12178,7460,240,7632,6982,11124,7059.0,22386.0,61138.0,454.0,7762.0,8091.0,1060.0,6561.0,10430.0,6736.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,455,8118,264,179,12367,12178,7460,240,7632,6982,11124,62465.0,11002.0,15380.0,8048.0,91497.0,6989.0,440917.0,443162.0,2758.0,12741.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,174,11002,3776,10976,7762,22386,11552,3314,2758,7685,7799,7519.0,180.0,31244.0,6544.0,31276.0,6561.0,5281168.0,12180.0,443158.0,7888.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,82,11002,3776,10976,7762,22386,11552,3314,2758,7685,7799,62433.0,7848.0,6736.0,18827.0,7410.0,12020.0,6501.0,1068.0,264.0,6982.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,331,7410,7363,8858,3776,7966,1031,7714,26331,31265,5281168,7848.0,261.0,7654.0,2879.0,93009.0,8892.0,7463.0,1060.0,7762.0,8635.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,25,7410,7363,8858,3776,7966,1031,7714,26331,31265,5281168,612.0,31276.0,5634.0,62444.0,179.0,7600.0,1127.0,6654.0,440967.0,5283349.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,456,6561,798,6654,22873,612,12741,637511,31244,443162,8025,440917.0,6982.0,11552.0,7991.0,18827.0,3314.0,5283349.0,7632.0,93009.0,8030.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,468,6561,798,6654,22873,612,12741,637511,31244,443162,8025,6184.0,10430.0,7966.0,10976.0,7363.0,6736.0,7793.0,1068.0,8858.0,12178.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,285,261,12180,7921,22386,31265,8186,16666,6590,31272,24915,8918.0,8030.0,11002.0,6654.0,326.0,6989.0,7165.0,7799.0,2969.0,61138.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,109,261,12180,7921,22386,31265,8186,16666,6590,31272,24915,22873.0,7710.0,7991.0,440917.0,5281515.0,460.0,7731.0,11509.0,180.0,8118.0,,,,,,,,,,,,,,,,,,,,,,,
