Dataset,Mixture 1,Mixture 2,Experimental Values,augmentation_Action
Bushdid,16894,396,0.538461538,add_2-1
Bushdid,16895,396,0.538461538,add_2-1
Bushdid,16896,396,0.538461538,add_2-1
Bushdid,16897,396,0.538461538,add_2-1
Bushdid,16898,396,0.538461538,add_2-1
Bushdid,16899,396,0.538461538,add_2-1
Bushdid,16900,396,0.538461538,add_2-1
Bushdid,16901,396,0.538461538,add_2-1
Bushdid,16902,396,0.538461538,add_2-1
Bushdid,16903,205,0.384615385,add_1-2
Bushdid,16904,205,0.384615385,add_1-2
Bushdid,16905,205,0.384615385,add_1-2
Bushdid,16906,205,0.384615385,add_1-2
Bushdid,16907,473,0.384615385,add_2-1
Bushdid,16908,473,0.384615385,add_2-1
Bushdid,16909,473,0.384615385,add_2-1
Bushdid,16910,473,0.384615385,add_2-1
Bushdid,16911,205,0.384615385,remove_1-2
Bushdid,16912,205,0.384615385,remove_1-2
Bushdid,16913,205,0.384615385,remove_1-2
Bushdid,16914,205,0.384615385,remove_1-2
Bushdid,16915,205,0.384615385,remove_1-2
Bushdid,16916,205,0.384615385,remove_1-2
Bushdid,16917,340,0.846153846,add_1-2
Bushdid,16918,340,0.846153846,add_1-2
Bushdid,16919,340,0.846153846,add_1-2
Bushdid,16920,340,0.846153846,add_1-2
Bushdid,16921,340,0.846153846,add_1-2
Bushdid,16922,340,0.846153846,add_1-2
Bushdid,16923,340,0.846153846,add_1-2
Bushdid,16924,340,0.846153846,add_1-2
Bushdid,16925,340,0.846153846,add_1-2
Bushdid,16926,340,0.846153846,add_1-2
Bushdid,16927,340,0.846153846,add_1-2
Bushdid,16928,340,0.846153846,add_1-2
Bushdid,16929,340,0.846153846,add_1-2
Bushdid,16930,340,0.846153846,add_1-2
Bushdid,16931,340,0.846153846,add_1-2
Bushdid,16932,145,0.846153846,add_2-1
Bushdid,16933,145,0.846153846,add_2-1
Bushdid,16934,145,0.846153846,add_2-1
Bushdid,16935,145,0.846153846,add_2-1
Bushdid,16936,145,0.846153846,add_2-1
Bushdid,16937,145,0.846153846,add_2-1
Bushdid,16938,145,0.846153846,add_2-1
Bushdid,16939,145,0.846153846,add_2-1
Bushdid,16940,145,0.846153846,add_2-1
Bushdid,16941,145,0.846153846,add_2-1
Bushdid,16942,145,0.846153846,add_2-1
Bushdid,16943,145,0.846153846,add_2-1
Bushdid,16944,145,0.846153846,add_2-1
Bushdid,16945,145,0.846153846,add_2-1
Bushdid,16946,145,0.846153846,add_2-1
Bushdid,16947,340,0.846153846,remove_1-2
Bushdid,16948,340,0.846153846,remove_1-2
Bushdid,16949,340,0.846153846,remove_1-2
Bushdid,16950,340,0.846153846,remove_1-2
Bushdid,16951,340,0.846153846,remove_1-2
Bushdid,16952,122,0.653846154,add_1-2
Bushdid,16953,122,0.653846154,add_1-2
Bushdid,16954,122,0.653846154,add_1-2
Bushdid,16955,122,0.653846154,add_1-2
Bushdid,16956,122,0.653846154,add_1-2
Bushdid,16957,122,0.653846154,add_1-2
Bushdid,16958,122,0.653846154,add_1-2
Bushdid,16959,122,0.653846154,add_1-2
Bushdid,16960,122,0.653846154,add_1-2
Bushdid,16961,122,0.653846154,add_1-2
Bushdid,16962,122,0.653846154,add_1-2
Bushdid,16963,122,0.653846154,add_1-2
Bushdid,16964,122,0.653846154,add_1-2
Bushdid,16965,122,0.653846154,add_1-2
Bushdid,16966,122,0.653846154,add_1-2
Bushdid,16967,122,0.653846154,add_1-2
Bushdid,16968,122,0.653846154,add_1-2
Bushdid,16969,122,0.653846154,add_1-2
Bushdid,16970,122,0.653846154,add_1-2
Bushdid,16971,122,0.653846154,add_1-2
Bushdid,16972,122,0.653846154,add_1-2
Bushdid,16973,122,0.653846154,add_1-2
Bushdid,16974,122,0.653846154,add_1-2
Bushdid,16975,122,0.653846154,add_1-2
Bushdid,16976,122,0.653846154,add_1-2
Bushdid,16977,122,0.653846154,add_1-2
Bushdid,16978,122,0.653846154,add_1-2
Bushdid,16979,122,0.653846154,add_1-2
Bushdid,16980,122,0.653846154,add_1-2
Bushdid,16981,122,0.653846154,add_1-2
Bushdid,16982,155,0.653846154,add_2-1
Bushdid,16983,155,0.653846154,add_2-1
Bushdid,16984,155,0.653846154,add_2-1
Bushdid,16985,155,0.653846154,add_2-1
Bushdid,16986,155,0.653846154,add_2-1
Bushdid,16987,155,0.653846154,add_2-1
Bushdid,16988,155,0.653846154,add_2-1
Bushdid,16989,155,0.653846154,add_2-1
Bushdid,16990,155,0.653846154,add_2-1
Bushdid,16991,155,0.653846154,add_2-1
Bushdid,16992,155,0.653846154,add_2-1
Bushdid,16993,155,0.653846154,add_2-1
Bushdid,16994,155,0.653846154,add_2-1
Bushdid,16995,155,0.653846154,add_2-1
Bushdid,16996,155,0.653846154,add_2-1
Bushdid,16997,155,0.653846154,add_2-1
Bushdid,16998,155,0.653846154,add_2-1
Bushdid,16999,155,0.653846154,add_2-1
Bushdid,17000,155,0.653846154,add_2-1
Bushdid,17001,155,0.653846154,add_2-1
Bushdid,17002,155,0.653846154,add_2-1
Bushdid,17003,155,0.653846154,add_2-1
Bushdid,17004,155,0.653846154,add_2-1
Bushdid,17005,155,0.653846154,add_2-1
Bushdid,17006,155,0.653846154,add_2-1
Bushdid,17007,155,0.653846154,add_2-1
Bushdid,17008,155,0.653846154,add_2-1
Bushdid,17009,155,0.653846154,add_2-1
Bushdid,17010,155,0.653846154,add_2-1
Bushdid,17011,155,0.653846154,add_2-1
Bushdid,17012,282,0.269230769,add_1-2
Bushdid,17013,282,0.269230769,add_1-2
Bushdid,17014,282,0.269230769,add_1-2
Bushdid,17015,282,0.269230769,add_1-2
Bushdid,17016,282,0.269230769,add_1-2
Bushdid,17017,200,0.269230769,add_2-1
Bushdid,17018,200,0.269230769,add_2-1
Bushdid,17019,200,0.269230769,add_2-1
Bushdid,17020,200,0.269230769,add_2-1
Bushdid,17021,200,0.269230769,add_2-1
Bushdid,17022,282,0.269230769,remove_1-2
Bushdid,17023,282,0.269230769,remove_1-2
Bushdid,17024,282,0.269230769,remove_1-2
Bushdid,17025,282,0.269230769,remove_1-2
Bushdid,17026,282,0.269230769,remove_1-2
Bushdid,17027,282,0.269230769,remove_1-2
Bushdid,17028,282,0.269230769,remove_1-2
Bushdid,17029,282,0.269230769,remove_1-2
Bushdid,17030,282,0.269230769,remove_1-2
Bushdid,17031,282,0.269230769,remove_1-2
Bushdid,17032,282,0.269230769,remove_1-2
Bushdid,17033,282,0.269230769,remove_1-2
Bushdid,17034,282,0.269230769,remove_1-2
Bushdid,17035,282,0.269230769,remove_1-2
Bushdid,17036,282,0.269230769,remove_1-2
Bushdid,17037,82,0.269230769,add_1-2
Bushdid,17038,82,0.269230769,add_1-2
Bushdid,17039,82,0.269230769,add_1-2
Bushdid,17040,82,0.269230769,add_1-2
Bushdid,17041,82,0.269230769,add_1-2
Bushdid,17042,82,0.269230769,add_1-2
Bushdid,17043,82,0.269230769,add_1-2
Bushdid,17044,82,0.269230769,add_1-2
Bushdid,17045,82,0.269230769,add_1-2
Bushdid,17046,82,0.269230769,add_1-2
Bushdid,17047,174,0.269230769,add_2-1
Bushdid,17048,174,0.269230769,add_2-1
Bushdid,17049,174,0.269230769,add_2-1
Bushdid,17050,174,0.269230769,add_2-1
Bushdid,17051,174,0.269230769,add_2-1
Bushdid,17052,174,0.269230769,add_2-1
Bushdid,17053,174,0.269230769,add_2-1
Bushdid,17054,174,0.269230769,add_2-1
Bushdid,17055,174,0.269230769,add_2-1
Bushdid,17056,174,0.269230769,add_2-1
Bushdid,17057,82,0.269230769,remove_1-2
Bushdid,17058,82,0.269230769,remove_1-2
Bushdid,17059,82,0.269230769,remove_1-2
Bushdid,17060,82,0.269230769,remove_1-2
Bushdid,17061,82,0.269230769,remove_1-2
Bushdid,17062,82,0.269230769,remove_1-2
Bushdid,17063,82,0.269230769,remove_1-2
Bushdid,17064,82,0.269230769,remove_1-2
Bushdid,17065,82,0.269230769,remove_1-2
Bushdid,17066,82,0.269230769,remove_1-2
Bushdid,17067,482,0.769230769,add_1-2
Bushdid,17068,482,0.769230769,add_1-2
Bushdid,17069,482,0.769230769,add_1-2
Bushdid,17070,482,0.769230769,add_1-2
Bushdid,17071,482,0.769230769,add_1-2
Bushdid,17072,482,0.769230769,add_1-2
Bushdid,17073,482,0.769230769,add_1-2
Bushdid,17074,482,0.769230769,add_1-2
Bushdid,17075,482,0.769230769,add_1-2
Bushdid,17076,482,0.769230769,add_1-2
Bushdid,17077,482,0.769230769,add_1-2
Bushdid,17078,482,0.769230769,add_1-2
Bushdid,17079,482,0.769230769,add_1-2
Bushdid,17080,482,0.769230769,add_1-2
Bushdid,17081,482,0.769230769,add_1-2
Bushdid,17082,482,0.769230769,add_1-2
Bushdid,17083,482,0.769230769,add_1-2
Bushdid,17084,482,0.769230769,add_1-2
Bushdid,17085,482,0.769230769,add_1-2
Bushdid,17086,482,0.769230769,add_1-2
Bushdid,17087,482,0.769230769,add_1-2
Bushdid,17088,482,0.769230769,add_1-2
Bushdid,17089,482,0.769230769,add_1-2
Bushdid,17090,482,0.769230769,add_1-2
Bushdid,17091,482,0.769230769,add_1-2
Bushdid,17092,482,0.769230769,add_1-2
Bushdid,17093,482,0.769230769,add_1-2
Bushdid,17094,482,0.769230769,add_1-2
Bushdid,17095,482,0.769230769,add_1-2
Bushdid,17096,482,0.769230769,add_1-2
Bushdid,17097,42,0.769230769,add_2-1
Bushdid,17098,42,0.769230769,add_2-1
Bushdid,17099,42,0.769230769,add_2-1
Bushdid,17100,42,0.769230769,add_2-1
Bushdid,17101,42,0.769230769,add_2-1
Bushdid,17102,42,0.769230769,add_2-1
Bushdid,17103,42,0.769230769,add_2-1
Bushdid,17104,42,0.769230769,add_2-1
Bushdid,17105,42,0.769230769,add_2-1
Bushdid,17106,42,0.769230769,add_2-1
Bushdid,17107,42,0.769230769,add_2-1
Bushdid,17108,42,0.769230769,add_2-1
Bushdid,17109,42,0.769230769,add_2-1
Bushdid,17110,42,0.769230769,add_2-1
Bushdid,17111,42,0.769230769,add_2-1
Bushdid,17112,42,0.769230769,add_2-1
Bushdid,17113,42,0.769230769,add_2-1
Bushdid,17114,42,0.769230769,add_2-1
Bushdid,17115,42,0.769230769,add_2-1
Bushdid,17116,42,0.769230769,add_2-1
Bushdid,17117,42,0.769230769,add_2-1
Bushdid,17118,42,0.769230769,add_2-1
Bushdid,17119,42,0.769230769,add_2-1
Bushdid,17120,42,0.769230769,add_2-1
Bushdid,17121,42,0.769230769,add_2-1
Bushdid,17122,42,0.769230769,add_2-1
Bushdid,17123,42,0.769230769,add_2-1
Bushdid,17124,42,0.769230769,add_2-1
Bushdid,17125,42,0.769230769,add_2-1
Bushdid,17126,42,0.769230769,add_2-1
Bushdid,17127,444,0.576923077,add_1-2
Bushdid,17128,444,0.576923077,add_1-2
Bushdid,17129,444,0.576923077,add_1-2
Bushdid,17130,444,0.576923077,add_1-2
Bushdid,17131,444,0.576923077,add_1-2
Bushdid,17132,444,0.576923077,add_1-2
Bushdid,17133,444,0.576923077,add_1-2
Bushdid,17134,444,0.576923077,add_1-2
Bushdid,17135,444,0.576923077,add_1-2
Bushdid,17136,444,0.576923077,add_1-2
Bushdid,17137,309,0.576923077,add_2-1
Bushdid,17138,309,0.576923077,add_2-1
Bushdid,17139,309,0.576923077,add_2-1
Bushdid,17140,309,0.576923077,add_2-1
Bushdid,17141,309,0.576923077,add_2-1
Bushdid,17142,309,0.576923077,add_2-1
Bushdid,17143,309,0.576923077,add_2-1
Bushdid,17144,309,0.576923077,add_2-1
Bushdid,17145,309,0.576923077,add_2-1
Bushdid,17146,309,0.576923077,add_2-1
Bushdid,17147,75,0.538461538,add_1-2
Bushdid,17148,75,0.538461538,add_1-2
Bushdid,17149,75,0.538461538,add_1-2
Bushdid,17150,75,0.538461538,add_1-2
Bushdid,17151,75,0.538461538,add_1-2
Bushdid,17152,75,0.538461538,add_1-2
Bushdid,17153,75,0.538461538,add_1-2
Bushdid,17154,75,0.538461538,add_1-2
Bushdid,17155,75,0.538461538,add_1-2
Bushdid,17156,75,0.538461538,add_1-2
Bushdid,17157,413,0.538461538,add_2-1
Bushdid,17158,413,0.538461538,add_2-1
Bushdid,17159,413,0.538461538,add_2-1
Bushdid,17160,413,0.538461538,add_2-1
Bushdid,17161,413,0.538461538,add_2-1
Bushdid,17162,413,0.538461538,add_2-1
Bushdid,17163,413,0.538461538,add_2-1
Bushdid,17164,413,0.538461538,add_2-1
Bushdid,17165,413,0.538461538,add_2-1
Bushdid,17166,413,0.538461538,add_2-1
Bushdid,17167,75,0.538461538,remove_1-2
Bushdid,17168,75,0.538461538,remove_1-2
Bushdid,17169,75,0.538461538,remove_1-2
Bushdid,17170,75,0.538461538,remove_1-2
Bushdid,17171,75,0.538461538,remove_1-2
Bushdid,17172,75,0.538461538,remove_1-2
Bushdid,17173,75,0.538461538,remove_1-2
Bushdid,17174,75,0.538461538,remove_1-2
Bushdid,17175,75,0.538461538,remove_1-2
Bushdid,17176,75,0.538461538,remove_1-2
Bushdid,17177,75,0.538461538,remove_1-2
Bushdid,17178,75,0.538461538,remove_1-2
Bushdid,17179,75,0.538461538,remove_1-2
Bushdid,17180,75,0.538461538,remove_1-2
Bushdid,17181,75,0.538461538,remove_1-2
Bushdid,17182,75,0.538461538,remove_1-2
Bushdid,17183,75,0.538461538,remove_1-2
Bushdid,17184,75,0.538461538,remove_1-2
Bushdid,17185,75,0.538461538,remove_1-2
Bushdid,17186,75,0.538461538,remove_1-2
Bushdid,17187,310,0.615384615,add_1-2
Bushdid,17188,310,0.615384615,add_1-2
Bushdid,17189,310,0.615384615,add_1-2
Bushdid,17190,310,0.615384615,add_1-2
Bushdid,17191,251,0.615384615,add_2-1
Bushdid,17192,251,0.615384615,add_2-1
Bushdid,17193,251,0.615384615,add_2-1
Bushdid,17194,251,0.615384615,add_2-1
Bushdid,17195,310,0.615384615,remove_1-2
Bushdid,17196,310,0.615384615,remove_1-2
Bushdid,17197,310,0.615384615,remove_1-2
Bushdid,17198,310,0.615384615,remove_1-2
Bushdid,17199,310,0.615384615,remove_1-2
Bushdid,17200,310,0.615384615,remove_1-2
Bushdid,17201,25,0.423076923,add_1-2
Bushdid,17202,25,0.423076923,add_1-2
Bushdid,17203,25,0.423076923,add_1-2
Bushdid,17204,25,0.423076923,add_1-2
Bushdid,17205,25,0.423076923,add_1-2
Bushdid,17206,25,0.423076923,add_1-2
Bushdid,17207,25,0.423076923,add_1-2
Bushdid,17208,25,0.423076923,add_1-2
Bushdid,17209,25,0.423076923,add_1-2
Bushdid,17210,25,0.423076923,add_1-2
Bushdid,17211,331,0.423076923,add_2-1
Bushdid,17212,331,0.423076923,add_2-1
Bushdid,17213,331,0.423076923,add_2-1
Bushdid,17214,331,0.423076923,add_2-1
Bushdid,17215,331,0.423076923,add_2-1
Bushdid,17216,331,0.423076923,add_2-1
Bushdid,17217,331,0.423076923,add_2-1
Bushdid,17218,331,0.423076923,add_2-1
Bushdid,17219,331,0.423076923,add_2-1
Bushdid,17220,331,0.423076923,add_2-1
Bushdid,17221,25,0.423076923,remove_1-2
Bushdid,17222,25,0.423076923,remove_1-2
Bushdid,17223,25,0.423076923,remove_1-2
Bushdid,17224,25,0.423076923,remove_1-2
Bushdid,17225,25,0.423076923,remove_1-2
Bushdid,17226,25,0.423076923,remove_1-2
Bushdid,17227,25,0.423076923,remove_1-2
Bushdid,17228,25,0.423076923,remove_1-2
Bushdid,17229,25,0.423076923,remove_1-2
Bushdid,17230,25,0.423076923,remove_1-2
Bushdid,17231,293,0.730769231,add_1-2
Bushdid,17232,293,0.730769231,add_1-2
Bushdid,17233,293,0.730769231,add_1-2
Bushdid,17234,293,0.730769231,add_1-2
Bushdid,17235,293,0.730769231,add_1-2
Bushdid,17236,293,0.730769231,add_1-2
Bushdid,17237,293,0.730769231,add_1-2
Bushdid,17238,293,0.730769231,add_1-2
Bushdid,17239,293,0.730769231,add_1-2
Bushdid,17240,293,0.730769231,add_1-2
Bushdid,17241,293,0.730769231,add_1-2
Bushdid,17242,293,0.730769231,add_1-2
Bushdid,17243,293,0.730769231,add_1-2
Bushdid,17244,293,0.730769231,add_1-2
Bushdid,17245,293,0.730769231,add_1-2
Bushdid,17246,293,0.730769231,add_1-2
Bushdid,17247,293,0.730769231,add_1-2
Bushdid,17248,293,0.730769231,add_1-2
Bushdid,17249,293,0.730769231,add_1-2
Bushdid,17250,293,0.730769231,add_1-2
Bushdid,17251,332,0.730769231,add_2-1
Bushdid,17252,332,0.730769231,add_2-1
Bushdid,17253,332,0.730769231,add_2-1
Bushdid,17254,332,0.730769231,add_2-1
Bushdid,17255,332,0.730769231,add_2-1
Bushdid,17256,332,0.730769231,add_2-1
Bushdid,17257,332,0.730769231,add_2-1
Bushdid,17258,332,0.730769231,add_2-1
Bushdid,17259,332,0.730769231,add_2-1
Bushdid,17260,332,0.730769231,add_2-1
Bushdid,17261,332,0.730769231,add_2-1
Bushdid,17262,332,0.730769231,add_2-1
Bushdid,17263,332,0.730769231,add_2-1
Bushdid,17264,332,0.730769231,add_2-1
Bushdid,17265,332,0.730769231,add_2-1
Bushdid,17266,332,0.730769231,add_2-1
Bushdid,17267,332,0.730769231,add_2-1
Bushdid,17268,332,0.730769231,add_2-1
Bushdid,17269,332,0.730769231,add_2-1
Bushdid,17270,332,0.730769231,add_2-1
Bushdid,17271,13,0.769230769,add_1-2
Bushdid,17272,13,0.769230769,add_1-2
Bushdid,17273,13,0.769230769,add_1-2
Bushdid,17274,13,0.769230769,add_1-2
Bushdid,17275,13,0.769230769,add_1-2
Bushdid,17276,13,0.769230769,add_1-2
Bushdid,17277,13,0.769230769,add_1-2
Bushdid,17278,13,0.769230769,add_1-2
Bushdid,17279,13,0.769230769,add_1-2
Bushdid,17280,13,0.769230769,add_1-2
Bushdid,17281,190,0.769230769,add_2-1
Bushdid,17282,190,0.769230769,add_2-1
Bushdid,17283,190,0.769230769,add_2-1
Bushdid,17284,190,0.769230769,add_2-1
Bushdid,17285,190,0.769230769,add_2-1
Bushdid,17286,190,0.769230769,add_2-1
Bushdid,17287,190,0.769230769,add_2-1
Bushdid,17288,190,0.769230769,add_2-1
Bushdid,17289,190,0.769230769,add_2-1
Bushdid,17290,190,0.769230769,add_2-1
Bushdid,17291,283,0.384615385,add_1-2
Bushdid,17292,283,0.384615385,add_1-2
Bushdid,17293,283,0.384615385,add_1-2
Bushdid,17294,283,0.384615385,add_1-2
Bushdid,17295,283,0.384615385,add_1-2
Bushdid,17296,420,0.384615385,add_2-1
Bushdid,17297,420,0.384615385,add_2-1
Bushdid,17298,420,0.384615385,add_2-1
Bushdid,17299,420,0.384615385,add_2-1
Bushdid,17300,420,0.384615385,add_2-1
Bushdid,17301,283,0.384615385,remove_1-2
Bushdid,17302,283,0.384615385,remove_1-2
Bushdid,17303,283,0.384615385,remove_1-2
Bushdid,17304,283,0.384615385,remove_1-2
Bushdid,17305,283,0.384615385,remove_1-2
Bushdid,17306,283,0.384615385,remove_1-2
Bushdid,17307,283,0.384615385,remove_1-2
Bushdid,17308,283,0.384615385,remove_1-2
Bushdid,17309,283,0.384615385,remove_1-2
Bushdid,17310,283,0.384615385,remove_1-2
Bushdid,17311,283,0.384615385,remove_1-2
Bushdid,17312,283,0.384615385,remove_1-2
Bushdid,17313,283,0.384615385,remove_1-2
Bushdid,17314,283,0.384615385,remove_1-2
Bushdid,17315,283,0.384615385,remove_1-2
Bushdid,17316,9,0.769230769,add_1-2
Bushdid,17317,9,0.769230769,add_1-2
Bushdid,17318,9,0.769230769,add_1-2
Bushdid,17319,9,0.769230769,add_1-2
Bushdid,17320,9,0.769230769,add_1-2
Bushdid,17321,9,0.769230769,add_1-2
Bushdid,17322,9,0.769230769,add_1-2
Bushdid,17323,9,0.769230769,add_1-2
Bushdid,17324,9,0.769230769,add_1-2
Bushdid,17325,9,0.769230769,add_1-2
Bushdid,17326,9,0.769230769,add_1-2
Bushdid,17327,9,0.769230769,add_1-2
Bushdid,17328,9,0.769230769,add_1-2
Bushdid,17329,9,0.769230769,add_1-2
Bushdid,17330,9,0.769230769,add_1-2
Bushdid,17331,182,0.769230769,add_2-1
Bushdid,17332,182,0.769230769,add_2-1
Bushdid,17333,182,0.769230769,add_2-1
Bushdid,17334,182,0.769230769,add_2-1
Bushdid,17335,182,0.769230769,add_2-1
Bushdid,17336,182,0.769230769,add_2-1
Bushdid,17337,182,0.769230769,add_2-1
Bushdid,17338,182,0.769230769,add_2-1
Bushdid,17339,182,0.769230769,add_2-1
Bushdid,17340,182,0.769230769,add_2-1
Bushdid,17341,182,0.769230769,add_2-1
Bushdid,17342,182,0.769230769,add_2-1
Bushdid,17343,182,0.769230769,add_2-1
Bushdid,17344,182,0.769230769,add_2-1
Bushdid,17345,182,0.769230769,add_2-1
Bushdid,17346,9,0.769230769,remove_1-2
Bushdid,17347,9,0.769230769,remove_1-2
Bushdid,17348,9,0.769230769,remove_1-2
Bushdid,17349,9,0.769230769,remove_1-2
Bushdid,17350,9,0.769230769,remove_1-2
Bushdid,17351,83,0.692307692,add_1-2
Bushdid,17352,83,0.692307692,add_1-2
Bushdid,17353,83,0.692307692,add_1-2
Bushdid,17354,83,0.692307692,add_1-2
Bushdid,17355,83,0.692307692,add_1-2
Bushdid,17356,83,0.692307692,add_1-2
Bushdid,17357,83,0.692307692,add_1-2
Bushdid,17358,515,0.692307692,add_2-1
Bushdid,17359,515,0.692307692,add_2-1
Bushdid,17360,515,0.692307692,add_2-1
Bushdid,17361,515,0.692307692,add_2-1
Bushdid,17362,515,0.692307692,add_2-1
Bushdid,17363,515,0.692307692,add_2-1
Bushdid,17364,515,0.692307692,add_2-1
Bushdid,17365,83,0.692307692,remove_1-2
Bushdid,17366,83,0.692307692,remove_1-2
Bushdid,17367,83,0.692307692,remove_1-2
Bushdid,17368,311,0.423076923,add_1-2
Bushdid,17369,442,0.423076923,add_2-1
Bushdid,17370,311,0.423076923,remove_1-2
Bushdid,17371,311,0.423076923,remove_1-2
Bushdid,17372,311,0.423076923,remove_1-2
Bushdid,17373,311,0.423076923,remove_1-2
Bushdid,17374,311,0.423076923,remove_1-2
Bushdid,17375,311,0.423076923,remove_1-2
Bushdid,17376,311,0.423076923,remove_1-2
Bushdid,17377,311,0.423076923,remove_1-2
Bushdid,17378,311,0.423076923,remove_1-2
Bushdid,17379,311,0.423076923,remove_1-2
Bushdid,17380,311,0.423076923,remove_1-2
Bushdid,17381,311,0.423076923,remove_1-2
Bushdid,17382,311,0.423076923,remove_1-2
Bushdid,17383,311,0.423076923,remove_1-2
Bushdid,17384,311,0.423076923,remove_1-2
Bushdid,17385,311,0.423076923,remove_1-2
Bushdid,17386,311,0.423076923,remove_1-2
Bushdid,17387,311,0.423076923,remove_1-2
Bushdid,17388,311,0.423076923,remove_1-2
Bushdid,17389,54,0.538461538,add_1-2
Bushdid,17390,457,0.538461538,add_2-1
Bushdid,17391,54,0.538461538,remove_1-2
Bushdid,17392,54,0.538461538,remove_1-2
Bushdid,17393,54,0.538461538,remove_1-2
Bushdid,17394,54,0.538461538,remove_1-2
Bushdid,17395,54,0.538461538,remove_1-2
Bushdid,17396,54,0.538461538,remove_1-2
Bushdid,17397,54,0.538461538,remove_1-2
Bushdid,17398,54,0.538461538,remove_1-2
Bushdid,17399,54,0.538461538,remove_1-2
Bushdid,17400,49,0.461538462,add_1-2
Bushdid,17401,315,0.461538462,add_2-1
Bushdid,17402,49,0.461538462,remove_1-2
Bushdid,17403,49,0.461538462,remove_1-2
Bushdid,17404,49,0.461538462,remove_1-2
Bushdid,17405,49,0.461538462,remove_1-2
Bushdid,17406,49,0.461538462,remove_1-2
Bushdid,17407,49,0.461538462,remove_1-2
Bushdid,17408,49,0.461538462,remove_1-2
Bushdid,17409,49,0.461538462,remove_1-2
Bushdid,17410,49,0.461538462,remove_1-2
Bushdid,17411,49,0.461538462,remove_1-2
Bushdid,17412,49,0.461538462,remove_1-2
Bushdid,17413,49,0.461538462,remove_1-2
Bushdid,17414,49,0.461538462,remove_1-2
Bushdid,17415,49,0.461538462,remove_1-2
Bushdid,17416,49,0.461538462,remove_1-2
Bushdid,17417,49,0.461538462,remove_1-2
Bushdid,17418,49,0.461538462,remove_1-2
Bushdid,17419,49,0.461538462,remove_1-2
Bushdid,17420,49,0.461538462,remove_1-2
Bushdid,17421,448,0.653846154,add_1-2
Bushdid,17422,448,0.653846154,add_1-2
Bushdid,17423,448,0.653846154,add_1-2
Bushdid,17424,448,0.653846154,add_1-2
Bushdid,17425,448,0.653846154,add_1-2
Bushdid,17426,393,0.653846154,add_2-1
Bushdid,17427,393,0.653846154,add_2-1
Bushdid,17428,393,0.653846154,add_2-1
Bushdid,17429,393,0.653846154,add_2-1
Bushdid,17430,393,0.653846154,add_2-1
Bushdid,17431,448,0.653846154,remove_1-2
Bushdid,17432,448,0.653846154,remove_1-2
Bushdid,17433,448,0.653846154,remove_1-2
Bushdid,17434,448,0.653846154,remove_1-2
Bushdid,17435,448,0.653846154,remove_1-2
Bushdid,17436,448,0.653846154,remove_1-2
Bushdid,17437,448,0.653846154,remove_1-2
Bushdid,17438,448,0.653846154,remove_1-2
Bushdid,17439,448,0.653846154,remove_1-2
Bushdid,17440,448,0.653846154,remove_1-2
Bushdid,17441,448,0.653846154,remove_1-2
Bushdid,17442,448,0.653846154,remove_1-2
Bushdid,17443,448,0.653846154,remove_1-2
Bushdid,17444,448,0.653846154,remove_1-2
Bushdid,17445,448,0.653846154,remove_1-2
Bushdid,17446,233,0.692307692,add_1-2
Bushdid,17447,233,0.692307692,add_1-2
Bushdid,17448,233,0.692307692,add_1-2
Bushdid,17449,233,0.692307692,add_1-2
Bushdid,17450,233,0.692307692,add_1-2
Bushdid,17451,233,0.692307692,add_1-2
Bushdid,17452,233,0.692307692,add_1-2
Bushdid,17453,233,0.692307692,add_1-2
Bushdid,17454,233,0.692307692,add_1-2
Bushdid,17455,233,0.692307692,add_1-2
Bushdid,17456,233,0.692307692,add_1-2
Bushdid,17457,233,0.692307692,add_1-2
Bushdid,17458,233,0.692307692,add_1-2
Bushdid,17459,233,0.692307692,add_1-2
Bushdid,17460,233,0.692307692,add_1-2
Bushdid,17461,233,0.692307692,add_1-2
Bushdid,17462,233,0.692307692,add_1-2
Bushdid,17463,233,0.692307692,add_1-2
Bushdid,17464,233,0.692307692,add_1-2
Bushdid,17465,233,0.692307692,add_1-2
Bushdid,17466,233,0.692307692,add_1-2
Bushdid,17467,233,0.692307692,add_1-2
Bushdid,17468,233,0.692307692,add_1-2
Bushdid,17469,233,0.692307692,add_1-2
Bushdid,17470,233,0.692307692,add_1-2
Bushdid,17471,233,0.692307692,add_1-2
Bushdid,17472,233,0.692307692,add_1-2
Bushdid,17473,233,0.692307692,add_1-2
Bushdid,17474,233,0.692307692,add_1-2
Bushdid,17475,233,0.692307692,add_1-2
Bushdid,17476,154,0.692307692,add_2-1
Bushdid,17477,154,0.692307692,add_2-1
Bushdid,17478,154,0.692307692,add_2-1
Bushdid,17479,154,0.692307692,add_2-1
Bushdid,17480,154,0.692307692,add_2-1
Bushdid,17481,154,0.692307692,add_2-1
Bushdid,17482,154,0.692307692,add_2-1
Bushdid,17483,154,0.692307692,add_2-1
Bushdid,17484,154,0.692307692,add_2-1
Bushdid,17485,154,0.692307692,add_2-1
Bushdid,17486,154,0.692307692,add_2-1
Bushdid,17487,154,0.692307692,add_2-1
Bushdid,17488,154,0.692307692,add_2-1
Bushdid,17489,154,0.692307692,add_2-1
Bushdid,17490,154,0.692307692,add_2-1
Bushdid,17491,154,0.692307692,add_2-1
Bushdid,17492,154,0.692307692,add_2-1
Bushdid,17493,154,0.692307692,add_2-1
